_id,package,accessibility,completeness,freshness,metadata,usability,score,score_norm,grade,grade_norm,recorded_at,version
11790,solid-waste-pickup-schedule,1,1.0,1.0,0.25,1.0,0.78,0.71,Silver,Silver,2020-12-28T00:05:02,v0.1.0
11791,stillbirth-registration-statistics,1,1.0,1.0,0.62,1.0,0.91,0.94,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11792,street-furniture-bench,1,0.76,1.0,0.25,0.74,0.69,0.55,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11793,street-furniture-bicycle-parking,1,0.81,1.0,0.25,0.78,0.71,0.59,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11794,street-furniture-information-pillar-wayfinding-structure,1,0.73,1.0,0.25,0.74,0.68,0.55,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11795,street-furniture-litter-receptacle,1,0.75,1.0,0.25,0.74,0.69,0.55,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11796,street-furniture-poster-board,1,0.77,1.0,0.25,0.75,0.69,0.56,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11797,street-furniture-poster-structure,1,0.76,1.0,0.25,0.74,0.69,0.55,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11798,street-furniture-public-washroom,1,0.78,1.0,0.25,0.71,0.68,0.53,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11799,street-furniture-publication-structure,1,0.76,1.0,0.25,0.72,0.68,0.54,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11800,street-furniture-transit-shelter,1,0.73,1.0,0.25,0.76,0.69,0.56,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11801,tcdsb-schools,1,1.0,0.74,0.57,0.8,0.77,0.7,Silver,Silver,2020-12-28T00:05:02,v0.1.0
11802,toronto-community-housing-data,1,0.94,0.74,0.6,0.7,0.73,0.63,Silver,Silver,2020-12-28T00:05:02,v0.1.0
11803,traffic-control-devices,1,0.48,1.0,0.38,0.82,0.71,0.6,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11804,transportation-innovation-zones-stakeholder-workshops-results,1,0.59,0.0,0.87,0.88,0.66,0.5,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11805,wellbeing-youth-aboriginal-youth-services,1,0.82,0.5,0.12,0.92,0.64,0.47,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11806,wellbeing-youth-adult-education-upgrading,1,0.83,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11807,wellbeing-youth-affordable-housing-access,1,0.83,0.0,0.25,0.88,0.57,0.35,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11808,wellbeing-youth-alternative-adult-education,1,0.78,0.0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11809,wellbeing-youth-concurrent-disorder-programs,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11810,wellbeing-youth-disability-supports-services,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11811,wellbeing-youth-educational-support,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11812,wellbeing-youth-employment-resources,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11813,wellbeing-youth-financial-services,1,0.79,0.0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11814,wellbeing-youth-health-services,1,0.77,0.0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11815,wellbeing-youth-housing-eviction-help,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11816,wellbeing-youth-legal-justice-support,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11817,wellbeing-youth-legal-support-advocacy,1,0.82,0.0,0.12,0.92,0.56,0.32,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11818,wellbeing-youth-lgbtq-resources,1,0.83,0.0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11819,wellbeing-youth-life-skills-training,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11820,wellbeing-youth-mental-health,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11821,wellbeing-youth-newcomer-settlement-services,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11822,wellbeing-youth-parenting-programs,1,0.8,0.0,0.25,0.92,0.58,0.37,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11823,wellbeing-youth-recreation,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11824,wellbeing-youth-refugee-housing,1,0.83,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11825,wellbeing-youth-sexual-health-services,1,0.79,0.0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11826,wellbeing-youth-substance-use-treatment,1,0.79,0.0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11827,wellbeing-youth-transitional-housing,1,0.82,0.0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11828,air-conditioned-and-cool-spaces-heat-relief-network,1,0.69,0.49,0.84,0.86,0.78,0.72,Silver,Silver,2020-12-29T00:05:17,v0.1.0
11829,air-conditioned-public-places-cooling-centres,1,1.0,0.0,0.25,0.85,0.54,0.29,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11830,annual-summary-of-reportable-communicable-diseases,1,0.98,0.74,0.25,0.69,0.61,0.42,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11831,apartment-building-evaluation,1,0.7,1.0,0.88,0.94,0.91,0.95,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11832,apartment-building-registration,1,0.74,1.0,0.69,0.78,0.81,0.76,Silver,Silver,2020-12-29T00:05:17,v0.1.0
11833,archaeological-potential-interim,1,0.68,0.0,0.12,0.63,0.43,0.09,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11834,automated-speed-enforcement-locations,1,1.0,1.0,0.75,0.83,0.88,0.89,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11835,bicycle-parking-bike-stations-indoor,1,0.73,1.0,0.12,0.81,0.68,0.54,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11836,bicycle-parking-high-capacity-outdoor,1,0.7,1.0,0.12,0.83,0.68,0.54,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11837,bicycle-parking-racks,1,0.71,1.0,0.12,0.82,0.68,0.54,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11838,bicycle-shops,1,0.75,0.0,0.25,0.84,0.55,0.3,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11839,bicycle-thefts,1,0.94,1.0,0.86,0.95,0.94,1.0,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11840,bikeways,1,0.74,1.0,0.12,0.77,0.67,0.51,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11841,blacklegged-tick-surveillance,1,1.0,0.75,0.88,0.81,0.82,0.78,Silver,Silver,2020-12-29T00:05:17,v0.1.0
11842,bodysafe,1,0.69,1.0,0.61,0.61,0.72,0.6,Silver,Silver,2020-12-29T00:05:17,v0.1.0
11843,building-permits-green-roofs,1,0.92,1.0,0.12,0.91,0.74,0.64,Silver,Silver,2020-12-29T00:05:17,v0.1.0
11844,building-permits-pool-enclosures,1,0.99,1.0,0.12,0.9,0.75,0.65,Silver,Silver,2020-12-29T00:05:17,v0.1.0
11845,building-permits-signs,1,0.95,1.0,0.12,1.0,0.78,0.71,Silver,Silver,2020-12-29T00:05:17,v0.1.0
11846,building-permits-solar-hot-water-heaters,1,0.98,1.0,0.12,0.8,0.71,0.58,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11847,business-improvement-areas,1,0.69,1.0,0.12,0.72,0.64,0.47,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11848,business-incubation,1,1.0,0.0,0.12,0.94,0.55,0.3,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11849,catalogue-quality-scores,1,1.0,1.0,0.88,0.67,0.81,0.76,Silver,Silver,2020-12-29T00:05:17,v0.1.0
11850,chemical-tracking-chemtrac,1,0.9,1.0,0.12,0.88,0.73,0.62,Silver,Silver,2020-12-29T00:05:17,v0.1.0
11851,city-council-and-committees-meeting-schedule-reports,1,1.0,0.0,0.12,0.92,0.54,0.28,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11852,city-wards,1,0.64,1.0,0.12,0.71,0.63,0.45,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11853,civic-issue-questionnaire,1,1.0,0.0,0.25,1.0,0.6,0.39,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11854,clothing-drop-box-locations,1,0.87,1.0,0.84,0.99,0.94,1.0,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11855,community-council-boundaries,1,0.67,0.0,0.12,0.81,0.5,0.21,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11856,council-and-standing-committee-meeting-statistics,1,1.0,0.0,0.12,0.68,0.45,0.12,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11857,councillors-constituency-services-office-expense-reporting,1,0.6,0.0,0.12,0.73,0.42,0.07,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11858,covid-19-cases-in-toronto,1,1.0,1.0,0.88,0.94,0.91,0.95,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11859,daily-shelter-occupancy,1,1.0,1.0,0.38,0.96,0.8,0.76,Silver,Silver,2020-12-29T00:05:17,v0.1.0
11860,death-registry-statistics,1,1.0,1.0,0.75,0.88,0.89,0.92,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11861,development-applications,1,0.96,0.5,0.75,0.89,0.8,0.76,Silver,Silver,2020-12-29T00:05:17,v0.1.0
11862,doors-open-toronto-2016,1,0.98,0.0,0.12,0.91,0.53,0.28,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11863,doors-open-toronto-2017,1,1.0,0.0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11864,doors-open-toronto-2018,1,1.0,0.0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11865,elected-officials-contact-information,1,0.7,0.0,0.12,0.76,0.48,0.18,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11866,environmentally-significant-areas,1,0.64,0.0,0.25,0.74,0.5,0.21,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11867,field-information-reports,1,0.9,0.0,0.88,0.8,0.67,0.51,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11868,fire-hydrants,1,1.0,0.75,0.12,0.83,0.68,0.53,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11869,fire-incidents,1,0.82,1.0,0.75,0.83,0.85,0.85,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11870,former-municipality-boundaries,1,0.69,0.0,0.12,0.8,0.49,0.2,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11871,highrise-residential-fire-inspection-results,1,0.47,1.0,0.38,0.53,0.6,0.4,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11872,immunization-coverage-for-students,1,1.0,0.74,0.5,0.69,0.68,0.53,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11873,king-st-transit-pilot-2015-king-street-traffic-counts,1,1.0,0.0,0.12,0.58,0.41,0.06,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11874,king-st-transit-pilot-bluetooth-travel-time-summary,1,1.0,0.37,0.12,0.69,0.52,0.25,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11875,king-st-transit-pilot-traffic-pedestrian-volumes-summary,1,1.0,0.48,0.12,0.69,0.54,0.28,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11876,marriage-licence-statistics,1,1.0,1.0,0.62,1.0,0.91,0.94,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11877,mbncanada-performance-measures,1,0.95,1.0,0.62,0.79,0.78,0.72,Silver,Silver,2020-12-29T00:05:17,v0.1.0
11878,members-of-toronto-city-council-meeting-attendance,1,1.0,0.0,0.25,0.94,0.58,0.35,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11879,members-of-toronto-city-council-voting-record,1,1.0,0.0,0.25,0.9,0.56,0.33,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11880,mobile-watch-your-speed-program-speed-summary,1,1.0,1.0,0.88,0.6,0.82,0.79,Silver,Silver,2020-12-29T00:05:17,v0.1.0
11881,motor-vehicle-collisions-involving-killed-or-seriously-injured-persons,1,0.6,1.0,0.87,0.75,0.82,0.79,Silver,Silver,2020-12-29T00:05:17,v0.1.0
11882,neighbourhood-crime-rates,1,1.0,1.0,0.74,0.7,0.82,0.79,Silver,Silver,2020-12-29T00:05:17,v0.1.0
11883,neighbourhood-profiles,1,1.0,0.0,0.12,0.57,0.41,0.05,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11884,neighbourhoods,1,0.62,0.0,0.12,0.83,0.5,0.21,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11885,on-street-permit-parking-area-maps,1,0.28,1.0,0.12,0.6,0.55,0.3,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11886,patrol-zones,1,1.0,0.0,0.25,0.9,0.6,0.39,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11887,pedestrian-network,1,0.75,0.0,0.38,0.95,0.62,0.43,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11888,places-of-interest-and-toronto-attractions,1,0.69,0.0,0.25,0.81,0.53,0.27,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11889,places-of-worship,1,0.51,0.0,0.25,0.75,0.49,0.19,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11890,police-annual-statistical-report-administrative,1,1.0,1.0,0.67,0.92,0.85,0.84,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11891,police-annual-statistical-report-complaint-dispositions,1,1.0,1.0,0.88,0.8,0.86,0.85,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11892,police-annual-statistical-report-dispatched-calls-by-division,1,1.0,1.0,0.88,0.92,0.9,0.93,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11893,police-annual-statistical-report-firearms-top-5-calibres,1,1.0,1.0,0.75,1.0,0.9,0.93,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11894,police-annual-statistical-report-gross-expenditures-by-division,1,1.0,1.0,0.75,0.92,0.87,0.88,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11895,police-annual-statistical-report-gross-operating-budget,1,1.0,1.0,0.75,0.83,0.84,0.82,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11896,police-annual-statistical-report-homicide,1,0.92,1.0,0.83,0.96,0.93,0.99,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11897,police-annual-statistical-report-investigated-alleged-misconduct,1,1.0,1.0,0.88,0.8,0.86,0.85,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11898,police-annual-statistical-report-miscellaneous-calls-for-service,1,1.0,1.0,0.88,1.0,0.93,0.99,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11899,police-annual-statistical-report-miscellaneous-data,1,1.0,1.0,0.67,0.92,0.85,0.84,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11900,police-annual-statistical-report-miscellaneous-firearms,1,1.0,1.0,0.88,1.0,0.93,0.99,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11901,police-annual-statistical-report-personnel-by-command,1,1.0,1.0,0.75,1.0,0.9,0.93,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11902,police-annual-statistical-report-personnel-by-rank,1,1.0,1.0,0.88,1.0,0.93,0.99,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11903,police-annual-statistical-report-personnel-by-rank-by-division,1,1.0,1.0,0.87,1.0,0.93,0.99,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11904,police-annual-statistical-report-regulated-interactions,1,1.0,1.0,0.75,1.0,0.9,0.93,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11905,police-annual-statistical-report-regulated-interactions-demographics,1,1.0,1.0,0.75,0.9,0.86,0.86,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11906,police-annual-statistical-report-reported-crimes,1,1.0,1.0,0.87,0.86,0.88,0.89,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11907,police-annual-statistical-report-search-of-persons,1,1.0,1.0,0.75,0.94,0.88,0.89,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11908,police-annual-statistical-report-shooting-occurrences,1,1.0,1.0,0.75,0.8,0.82,0.8,Silver,Silver,2020-12-29T00:05:17,v0.1.0
11909,police-annual-statistical-report-top-20-offences-of-firearms-seizures,1,1.0,1.0,0.75,0.92,0.87,0.88,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11910,police-annual-statistical-report-total-public-complaints,1,1.0,1.0,0.88,0.9,0.89,0.92,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11911,police-annual-statistical-report-traffic-collisions,1,1.0,1.0,0.88,0.75,0.84,0.82,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11912,police-annual-statistical-report-victims-of-crime,1,1.0,1.0,0.88,0.83,0.87,0.87,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11913,police-boundaries,1,0.73,0.0,0.12,0.83,0.51,0.24,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11914,police-facility-locations,1,1.0,0.0,0.65,0.9,0.7,0.57,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11915,polls-conducted-by-the-city,1,0.99,1.0,0.62,0.92,0.87,0.89,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11916,red-light-cameras,1,0.59,1.0,0.12,0.85,0.68,0.54,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11917,registry-of-declared-interest,1,0.96,0.0,0.25,0.89,0.55,0.31,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11918,renewable-energy-installations,1,0.64,0.0,0.25,0.8,0.52,0.25,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11919,residential-front-yard-parking,1,1.0,1.0,0.62,0.8,0.83,0.81,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11920,retirement-homes,1,0.69,0.0,0.25,0.8,0.52,0.26,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11921,safety-zone-watch-your-speed-program-monthly-summary,1,1.0,1.0,0.88,0.62,0.83,0.8,Silver,Silver,2020-12-29T00:05:17,v0.1.0
11922,school-locations-all-types,1,0.69,1.0,0.12,0.8,0.67,0.52,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11923,school-safety-zone-watch-your-speed-program-locations,1,0.94,1.0,0.87,0.82,0.89,0.92,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11924,secondary-plans,1,0.55,1.0,0.12,0.69,0.61,0.41,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11925,short-term-rentals-registration,1,0.94,1.0,0.75,0.75,0.84,0.82,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11926,site-and-area-specific-policies,1,0.45,1.0,0.12,0.81,0.65,0.48,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11927,solid-waste-pickup-schedule,1,1.0,1.0,0.25,1.0,0.78,0.71,Silver,Silver,2020-12-29T00:05:17,v0.1.0
11928,stillbirth-registration-statistics,1,1.0,1.0,0.62,1.0,0.91,0.94,Gold,Gold,2020-12-29T00:05:17,v0.1.0
11929,street-furniture-bench,1,0.76,1.0,0.25,0.74,0.69,0.55,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11930,street-furniture-bicycle-parking,1,0.81,1.0,0.25,0.78,0.71,0.59,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11931,street-furniture-information-pillar-wayfinding-structure,1,0.73,1.0,0.25,0.74,0.68,0.55,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11932,street-furniture-litter-receptacle,1,0.75,1.0,0.25,0.74,0.69,0.55,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11933,street-furniture-poster-board,1,0.77,1.0,0.25,0.75,0.69,0.56,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11934,street-furniture-poster-structure,1,0.76,1.0,0.25,0.74,0.69,0.55,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11935,street-furniture-public-washroom,1,0.78,1.0,0.25,0.71,0.68,0.53,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11936,street-furniture-publication-structure,1,0.76,1.0,0.25,0.72,0.68,0.54,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11937,street-furniture-transit-shelter,1,0.73,1.0,0.25,0.76,0.69,0.56,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11938,tcdsb-schools,1,1.0,0.74,0.57,0.8,0.77,0.7,Silver,Silver,2020-12-29T00:05:17,v0.1.0
11939,toronto-community-housing-data,1,0.94,0.74,0.6,0.7,0.73,0.63,Silver,Silver,2020-12-29T00:05:17,v0.1.0
11940,traffic-control-devices,1,0.48,1.0,0.38,0.82,0.71,0.6,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11941,transportation-innovation-zones-stakeholder-workshops-results,1,0.59,0.0,0.87,0.88,0.66,0.5,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11942,wellbeing-youth-aboriginal-youth-services,1,0.82,0.5,0.12,0.92,0.64,0.47,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11943,wellbeing-youth-adult-education-upgrading,1,0.83,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11944,wellbeing-youth-affordable-housing-access,1,0.83,0.0,0.25,0.88,0.57,0.35,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11945,wellbeing-youth-alternative-adult-education,1,0.78,0.0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11946,wellbeing-youth-concurrent-disorder-programs,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11947,wellbeing-youth-disability-supports-services,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11948,wellbeing-youth-educational-support,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11949,wellbeing-youth-employment-resources,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11950,wellbeing-youth-financial-services,1,0.79,0.0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11951,wellbeing-youth-health-services,1,0.77,0.0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11952,wellbeing-youth-housing-eviction-help,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11953,wellbeing-youth-legal-justice-support,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11954,wellbeing-youth-legal-support-advocacy,1,0.82,0.0,0.12,0.92,0.56,0.32,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11955,wellbeing-youth-lgbtq-resources,1,0.83,0.0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11956,wellbeing-youth-life-skills-training,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11957,wellbeing-youth-mental-health,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11958,wellbeing-youth-newcomer-settlement-services,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11959,wellbeing-youth-parenting-programs,1,0.8,0.0,0.25,0.92,0.58,0.37,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11960,wellbeing-youth-recreation,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11961,wellbeing-youth-refugee-housing,1,0.83,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11962,wellbeing-youth-sexual-health-services,1,0.79,0.0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11963,wellbeing-youth-substance-use-treatment,1,0.79,0.0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11964,wellbeing-youth-transitional-housing,1,0.82,0.0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-12-29T00:05:17,v0.1.0
11965,air-conditioned-and-cool-spaces-heat-relief-network,1,0.69,0.49,0.84,0.86,0.78,0.72,Silver,Silver,2020-12-30T00:05:05,v0.1.0
11966,air-conditioned-public-places-cooling-centres,1,1.0,0.0,0.25,0.85,0.54,0.29,Bronze,Bronze,2020-12-30T00:05:05,v0.1.0
11967,annual-summary-of-reportable-communicable-diseases,1,0.98,0.74,0.25,0.69,0.61,0.42,Bronze,Bronze,2020-12-30T00:05:05,v0.1.0
11968,apartment-building-evaluation,1,0.7,1.0,0.88,0.94,0.91,0.95,Gold,Gold,2020-12-30T00:05:05,v0.1.0
11969,apartment-building-registration,1,0.74,1.0,0.69,0.78,0.81,0.76,Silver,Silver,2020-12-30T00:05:05,v0.1.0
11970,archaeological-potential-interim,1,0.68,0.0,0.12,0.63,0.43,0.09,Bronze,Bronze,2020-12-30T00:05:05,v0.1.0
11971,automated-speed-enforcement-locations,1,1.0,1.0,0.75,0.83,0.88,0.89,Gold,Gold,2020-12-30T00:05:05,v0.1.0
11972,bicycle-parking-bike-stations-indoor,1,0.73,1.0,0.12,0.81,0.68,0.54,Bronze,Bronze,2020-12-30T00:05:05,v0.1.0
11973,bicycle-parking-high-capacity-outdoor,1,0.7,1.0,0.12,0.83,0.68,0.54,Bronze,Bronze,2020-12-30T00:05:05,v0.1.0
11974,bicycle-parking-racks,1,0.71,1.0,0.12,0.82,0.68,0.54,Bronze,Bronze,2020-12-30T00:05:05,v0.1.0
11975,bicycle-shops,1,0.75,0.0,0.25,0.84,0.55,0.3,Bronze,Bronze,2020-12-30T00:05:05,v0.1.0
11976,bicycle-thefts,1,0.94,1.0,0.86,0.95,0.94,1.0,Gold,Gold,2020-12-30T00:05:05,v0.1.0
11977,bikeways,1,0.74,1.0,0.12,0.77,0.67,0.51,Bronze,Bronze,2020-12-30T00:05:05,v0.1.0
11978,blacklegged-tick-surveillance,1,1.0,0.75,0.88,0.81,0.82,0.78,Silver,Silver,2020-12-30T00:05:05,v0.1.0
11979,bodysafe,1,0.69,1.0,0.61,0.61,0.72,0.6,Silver,Silver,2020-12-30T00:05:05,v0.1.0
