_id,package,accessibility,completeness,freshness,metadata,usability,score,score_norm,grade,grade_norm,recorded_at,version
11600,king-st-transit-pilot-bluetooth-travel-time-summary,1,1.0,0.37,0.12,0.69,0.52,0.25,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11601,king-st-transit-pilot-traffic-pedestrian-volumes-summary,1,1.0,0.48,0.12,0.69,0.54,0.28,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11602,marriage-licence-statistics,1,1.0,1.0,0.62,1.0,0.91,0.94,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11603,mbncanada-performance-measures,1,0.95,1.0,0.62,0.79,0.78,0.72,Silver,Silver,2020-12-27T00:05:10,v0.1.0
11604,members-of-toronto-city-council-meeting-attendance,1,1.0,0.0,0.25,0.94,0.58,0.35,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11605,members-of-toronto-city-council-voting-record,1,1.0,0.0,0.25,0.9,0.56,0.33,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11606,mobile-watch-your-speed-program-speed-summary,1,1.0,1.0,0.88,0.6,0.82,0.79,Silver,Silver,2020-12-27T00:05:10,v0.1.0
11607,motor-vehicle-collisions-involving-killed-or-seriously-injured-persons,1,0.6,1.0,0.87,0.75,0.82,0.79,Silver,Silver,2020-12-27T00:05:10,v0.1.0
11608,neighbourhood-crime-rates,1,1.0,1.0,0.74,0.7,0.82,0.79,Silver,Silver,2020-12-27T00:05:10,v0.1.0
11609,neighbourhood-profiles,1,1.0,0.0,0.12,0.57,0.41,0.05,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11610,neighbourhoods,1,0.62,0.0,0.12,0.83,0.5,0.21,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11611,on-street-permit-parking-area-maps,1,0.28,1.0,0.12,0.6,0.55,0.3,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11612,patrol-zones,1,1.0,0.0,0.25,0.9,0.6,0.39,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11613,pedestrian-network,1,0.75,0.0,0.38,0.95,0.62,0.43,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11614,places-of-interest-and-toronto-attractions,1,0.69,0.0,0.25,0.81,0.53,0.27,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11615,places-of-worship,1,0.51,0.0,0.25,0.75,0.49,0.19,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11616,police-annual-statistical-report-administrative,1,1.0,1.0,0.67,0.92,0.85,0.84,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11617,police-annual-statistical-report-complaint-dispositions,1,1.0,1.0,0.88,0.8,0.86,0.85,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11618,police-annual-statistical-report-dispatched-calls-by-division,1,1.0,1.0,0.88,0.92,0.9,0.93,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11619,police-annual-statistical-report-firearms-top-5-calibres,1,1.0,1.0,0.75,1.0,0.9,0.93,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11620,police-annual-statistical-report-gross-expenditures-by-division,1,1.0,1.0,0.75,0.92,0.87,0.88,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11621,police-annual-statistical-report-gross-operating-budget,1,1.0,1.0,0.75,0.83,0.84,0.82,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11622,police-annual-statistical-report-homicide,1,0.92,1.0,0.83,0.96,0.93,0.99,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11623,police-annual-statistical-report-investigated-alleged-misconduct,1,1.0,1.0,0.88,0.8,0.86,0.85,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11624,police-annual-statistical-report-miscellaneous-calls-for-service,1,1.0,1.0,0.88,1.0,0.93,0.99,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11625,police-annual-statistical-report-miscellaneous-data,1,1.0,1.0,0.67,0.92,0.85,0.84,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11626,police-annual-statistical-report-miscellaneous-firearms,1,1.0,1.0,0.88,1.0,0.93,0.99,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11627,police-annual-statistical-report-personnel-by-command,1,1.0,1.0,0.75,1.0,0.9,0.93,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11628,police-annual-statistical-report-personnel-by-rank,1,1.0,1.0,0.88,1.0,0.93,0.99,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11629,police-annual-statistical-report-personnel-by-rank-by-division,1,1.0,1.0,0.87,1.0,0.93,0.99,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11630,police-annual-statistical-report-regulated-interactions,1,1.0,1.0,0.75,1.0,0.9,0.93,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11631,police-annual-statistical-report-regulated-interactions-demographics,1,1.0,1.0,0.75,0.9,0.86,0.86,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11632,police-annual-statistical-report-reported-crimes,1,1.0,1.0,0.87,0.86,0.88,0.89,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11633,police-annual-statistical-report-search-of-persons,1,1.0,1.0,0.75,0.94,0.88,0.89,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11634,police-annual-statistical-report-shooting-occurrences,1,1.0,1.0,0.75,0.8,0.82,0.8,Silver,Silver,2020-12-27T00:05:10,v0.1.0
11635,police-annual-statistical-report-top-20-offences-of-firearms-seizures,1,1.0,1.0,0.75,0.92,0.87,0.88,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11636,police-annual-statistical-report-total-public-complaints,1,1.0,1.0,0.88,0.9,0.89,0.92,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11637,police-annual-statistical-report-traffic-collisions,1,1.0,1.0,0.88,0.75,0.84,0.82,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11638,police-annual-statistical-report-victims-of-crime,1,1.0,1.0,0.88,0.83,0.87,0.87,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11639,police-boundaries,1,0.73,0.0,0.12,0.83,0.51,0.24,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11640,police-facility-locations,1,1.0,0.0,0.65,0.9,0.7,0.57,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11641,polls-conducted-by-the-city,1,0.99,1.0,0.62,0.92,0.87,0.89,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11642,red-light-cameras,1,0.59,1.0,0.12,0.85,0.68,0.54,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11643,registry-of-declared-interest,1,0.96,0.0,0.25,0.89,0.55,0.31,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11644,renewable-energy-installations,1,0.64,0.0,0.25,0.8,0.52,0.25,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11645,residential-front-yard-parking,1,1.0,1.0,0.62,0.8,0.83,0.81,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11646,retirement-homes,1,0.69,0.0,0.25,0.8,0.52,0.26,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11647,safety-zone-watch-your-speed-program-monthly-summary,1,1.0,1.0,0.88,0.62,0.83,0.8,Silver,Silver,2020-12-27T00:05:10,v0.1.0
11648,school-locations-all-types,1,0.69,1.0,0.12,0.8,0.67,0.52,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11649,school-safety-zone-watch-your-speed-program-locations,1,0.94,1.0,0.87,0.82,0.89,0.92,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11650,secondary-plans,1,0.55,1.0,0.12,0.69,0.61,0.41,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11651,short-term-rentals-registration,1,0.94,1.0,0.75,0.75,0.84,0.82,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11652,site-and-area-specific-policies,1,0.45,1.0,0.12,0.81,0.65,0.48,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11653,solid-waste-pickup-schedule,1,1.0,1.0,0.25,1.0,0.78,0.71,Silver,Silver,2020-12-27T00:05:10,v0.1.0
11654,stillbirth-registration-statistics,1,1.0,1.0,0.62,1.0,0.91,0.94,Gold,Gold,2020-12-27T00:05:10,v0.1.0
11655,street-furniture-bench,1,0.76,1.0,0.25,0.74,0.69,0.55,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11656,street-furniture-bicycle-parking,1,0.81,1.0,0.25,0.78,0.71,0.59,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11657,street-furniture-information-pillar-wayfinding-structure,1,0.73,1.0,0.25,0.74,0.68,0.55,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11658,street-furniture-litter-receptacle,1,0.75,1.0,0.25,0.74,0.69,0.55,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11659,street-furniture-poster-board,1,0.77,1.0,0.25,0.75,0.69,0.56,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11660,street-furniture-poster-structure,1,0.76,1.0,0.25,0.74,0.69,0.55,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11661,street-furniture-public-washroom,1,0.78,1.0,0.25,0.71,0.68,0.53,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11662,street-furniture-publication-structure,1,0.76,1.0,0.25,0.72,0.68,0.54,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11663,street-furniture-transit-shelter,1,0.73,1.0,0.25,0.76,0.69,0.56,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11664,tcdsb-schools,1,1.0,0.74,0.57,0.8,0.77,0.7,Silver,Silver,2020-12-27T00:05:10,v0.1.0
11665,toronto-community-housing-data,1,0.94,0.74,0.6,0.7,0.73,0.63,Silver,Silver,2020-12-27T00:05:10,v0.1.0
11666,traffic-control-devices,1,0.48,1.0,0.38,0.82,0.71,0.6,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11667,transportation-innovation-zones-stakeholder-workshops-results,1,0.59,0.0,0.87,0.88,0.66,0.5,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11668,wellbeing-youth-aboriginal-youth-services,1,0.82,0.5,0.12,0.92,0.64,0.47,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11669,wellbeing-youth-adult-education-upgrading,1,0.83,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11670,wellbeing-youth-affordable-housing-access,1,0.83,0.0,0.25,0.88,0.57,0.35,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11671,wellbeing-youth-alternative-adult-education,1,0.78,0.0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11672,wellbeing-youth-concurrent-disorder-programs,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11673,wellbeing-youth-disability-supports-services,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11674,wellbeing-youth-educational-support,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11675,wellbeing-youth-employment-resources,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11676,wellbeing-youth-financial-services,1,0.79,0.0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11677,wellbeing-youth-health-services,1,0.77,0.0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11678,wellbeing-youth-housing-eviction-help,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11679,wellbeing-youth-legal-justice-support,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11680,wellbeing-youth-legal-support-advocacy,1,0.82,0.0,0.12,0.92,0.56,0.32,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11681,wellbeing-youth-lgbtq-resources,1,0.83,0.0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11682,wellbeing-youth-life-skills-training,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11683,wellbeing-youth-mental-health,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11684,wellbeing-youth-newcomer-settlement-services,1,0.82,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11685,wellbeing-youth-parenting-programs,1,0.8,0.0,0.25,0.92,0.58,0.37,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11686,wellbeing-youth-recreation,1,0.81,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11687,wellbeing-youth-refugee-housing,1,0.83,0.0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11688,wellbeing-youth-sexual-health-services,1,0.79,0.0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11689,wellbeing-youth-substance-use-treatment,1,0.79,0.0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11690,wellbeing-youth-transitional-housing,1,0.82,0.0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-12-27T00:05:10,v0.1.0
11691,air-conditioned-and-cool-spaces-heat-relief-network,1,0.69,0.49,0.84,0.86,0.78,0.72,Silver,Silver,2020-12-28T00:05:02,v0.1.0
11692,air-conditioned-public-places-cooling-centres,1,1.0,0.0,0.25,0.85,0.54,0.29,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11693,annual-summary-of-reportable-communicable-diseases,1,0.98,0.74,0.25,0.69,0.61,0.42,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11694,apartment-building-evaluation,1,0.7,1.0,0.88,0.94,0.91,0.95,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11695,apartment-building-registration,1,0.74,1.0,0.69,0.78,0.81,0.76,Silver,Silver,2020-12-28T00:05:02,v0.1.0
11696,archaeological-potential-interim,1,0.68,0.0,0.12,0.63,0.43,0.09,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11697,automated-speed-enforcement-locations,1,1.0,1.0,0.75,0.83,0.88,0.89,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11698,bicycle-parking-bike-stations-indoor,1,0.73,1.0,0.12,0.81,0.68,0.54,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11699,bicycle-parking-high-capacity-outdoor,1,0.7,1.0,0.12,0.83,0.68,0.54,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11700,bicycle-parking-racks,1,0.71,1.0,0.12,0.82,0.68,0.54,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11701,bicycle-shops,1,0.75,0.0,0.25,0.84,0.55,0.3,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11702,bicycle-thefts,1,0.94,1.0,0.86,0.95,0.94,1.0,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11703,bikeways,1,0.74,1.0,0.12,0.77,0.67,0.51,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11704,blacklegged-tick-surveillance,1,1.0,0.75,0.88,0.81,0.82,0.78,Silver,Silver,2020-12-28T00:05:02,v0.1.0
11705,bodysafe,1,0.69,1.0,0.61,0.61,0.72,0.6,Silver,Silver,2020-12-28T00:05:02,v0.1.0
11706,building-permits-green-roofs,1,0.92,1.0,0.12,0.91,0.74,0.64,Silver,Silver,2020-12-28T00:05:02,v0.1.0
11707,building-permits-pool-enclosures,1,0.99,1.0,0.12,0.9,0.75,0.65,Silver,Silver,2020-12-28T00:05:02,v0.1.0
11708,building-permits-signs,1,0.95,1.0,0.12,1.0,0.78,0.71,Silver,Silver,2020-12-28T00:05:02,v0.1.0
11709,building-permits-solar-hot-water-heaters,1,0.98,1.0,0.12,0.8,0.71,0.58,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11710,business-improvement-areas,1,0.69,1.0,0.12,0.72,0.64,0.47,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11711,business-incubation,1,1.0,0.0,0.12,0.94,0.55,0.3,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11712,catalogue-quality-scores,1,1.0,1.0,0.88,0.67,0.81,0.76,Silver,Silver,2020-12-28T00:05:02,v0.1.0
11713,chemical-tracking-chemtrac,1,0.9,1.0,0.12,0.88,0.73,0.62,Silver,Silver,2020-12-28T00:05:02,v0.1.0
11714,city-council-and-committees-meeting-schedule-reports,1,1.0,0.0,0.12,0.92,0.54,0.28,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11715,city-wards,1,0.64,1.0,0.12,0.71,0.63,0.45,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11716,civic-issue-questionnaire,1,1.0,0.0,0.25,1.0,0.6,0.39,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11717,clothing-drop-box-locations,1,0.87,1.0,0.84,0.99,0.94,1.0,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11718,community-council-boundaries,1,0.67,0.0,0.12,0.81,0.5,0.21,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11719,council-and-standing-committee-meeting-statistics,1,1.0,0.0,0.12,0.68,0.45,0.12,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11720,councillors-constituency-services-office-expense-reporting,1,0.6,0.0,0.12,0.73,0.42,0.07,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11721,covid-19-cases-in-toronto,1,1.0,1.0,0.88,0.94,0.91,0.95,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11722,daily-shelter-occupancy,1,1.0,1.0,0.38,0.96,0.8,0.76,Silver,Silver,2020-12-28T00:05:02,v0.1.0
11723,death-registry-statistics,1,1.0,1.0,0.75,0.88,0.89,0.92,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11724,development-applications,1,0.96,0.5,0.75,0.89,0.8,0.76,Silver,Silver,2020-12-28T00:05:02,v0.1.0
11725,doors-open-toronto-2016,1,0.98,0.0,0.12,0.91,0.53,0.28,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11726,doors-open-toronto-2017,1,1.0,0.0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11727,doors-open-toronto-2018,1,1.0,0.0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11728,elected-officials-contact-information,1,0.7,0.0,0.12,0.76,0.48,0.18,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11729,environmentally-significant-areas,1,0.64,0.0,0.25,0.74,0.5,0.21,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11730,field-information-reports,1,0.9,0.0,0.88,0.8,0.67,0.51,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11731,fire-hydrants,1,1.0,0.75,0.12,0.83,0.68,0.53,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11732,fire-incidents,1,0.82,1.0,0.75,0.83,0.85,0.85,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11733,former-municipality-boundaries,1,0.69,0.0,0.12,0.8,0.49,0.2,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11734,highrise-residential-fire-inspection-results,1,0.47,0.5,0.38,0.53,0.52,0.24,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11735,immunization-coverage-for-students,1,1.0,0.74,0.5,0.69,0.68,0.53,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11736,king-st-transit-pilot-2015-king-street-traffic-counts,1,1.0,0.0,0.12,0.58,0.41,0.06,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11737,king-st-transit-pilot-bluetooth-travel-time-summary,1,1.0,0.37,0.12,0.69,0.52,0.25,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11738,king-st-transit-pilot-traffic-pedestrian-volumes-summary,1,1.0,0.48,0.12,0.69,0.54,0.28,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11739,marriage-licence-statistics,1,1.0,1.0,0.62,1.0,0.91,0.94,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11740,mbncanada-performance-measures,1,0.95,1.0,0.62,0.79,0.78,0.72,Silver,Silver,2020-12-28T00:05:02,v0.1.0
11741,members-of-toronto-city-council-meeting-attendance,1,1.0,0.0,0.25,0.94,0.58,0.35,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11742,members-of-toronto-city-council-voting-record,1,1.0,0.0,0.25,0.9,0.56,0.33,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11743,mobile-watch-your-speed-program-speed-summary,1,1.0,1.0,0.88,0.6,0.82,0.79,Silver,Silver,2020-12-28T00:05:02,v0.1.0
11744,motor-vehicle-collisions-involving-killed-or-seriously-injured-persons,1,0.6,1.0,0.87,0.75,0.82,0.79,Silver,Silver,2020-12-28T00:05:02,v0.1.0
11745,neighbourhood-crime-rates,1,1.0,1.0,0.74,0.7,0.82,0.79,Silver,Silver,2020-12-28T00:05:02,v0.1.0
11746,neighbourhood-profiles,1,1.0,0.0,0.12,0.57,0.41,0.05,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11747,neighbourhoods,1,0.62,0.0,0.12,0.83,0.5,0.21,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11748,on-street-permit-parking-area-maps,1,0.28,1.0,0.12,0.6,0.55,0.3,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11749,patrol-zones,1,1.0,0.0,0.25,0.9,0.6,0.39,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11750,pedestrian-network,1,0.75,0.0,0.38,0.95,0.62,0.43,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11751,places-of-interest-and-toronto-attractions,1,0.69,0.0,0.25,0.81,0.53,0.27,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11752,places-of-worship,1,0.51,0.0,0.25,0.75,0.49,0.19,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11753,police-annual-statistical-report-administrative,1,1.0,1.0,0.67,0.92,0.85,0.84,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11754,police-annual-statistical-report-complaint-dispositions,1,1.0,1.0,0.88,0.8,0.86,0.85,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11755,police-annual-statistical-report-dispatched-calls-by-division,1,1.0,1.0,0.88,0.92,0.9,0.93,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11756,police-annual-statistical-report-firearms-top-5-calibres,1,1.0,1.0,0.75,1.0,0.9,0.93,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11757,police-annual-statistical-report-gross-expenditures-by-division,1,1.0,1.0,0.75,0.92,0.87,0.88,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11758,police-annual-statistical-report-gross-operating-budget,1,1.0,1.0,0.75,0.83,0.84,0.82,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11759,police-annual-statistical-report-homicide,1,0.92,1.0,0.83,0.96,0.93,0.99,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11760,police-annual-statistical-report-investigated-alleged-misconduct,1,1.0,1.0,0.88,0.8,0.86,0.85,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11761,police-annual-statistical-report-miscellaneous-calls-for-service,1,1.0,1.0,0.88,1.0,0.93,0.99,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11762,police-annual-statistical-report-miscellaneous-data,1,1.0,1.0,0.67,0.92,0.85,0.84,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11763,police-annual-statistical-report-miscellaneous-firearms,1,1.0,1.0,0.88,1.0,0.93,0.99,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11764,police-annual-statistical-report-personnel-by-command,1,1.0,1.0,0.75,1.0,0.9,0.93,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11765,police-annual-statistical-report-personnel-by-rank,1,1.0,1.0,0.88,1.0,0.93,0.99,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11766,police-annual-statistical-report-personnel-by-rank-by-division,1,1.0,1.0,0.87,1.0,0.93,0.99,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11767,police-annual-statistical-report-regulated-interactions,1,1.0,1.0,0.75,1.0,0.9,0.93,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11768,police-annual-statistical-report-regulated-interactions-demographics,1,1.0,1.0,0.75,0.9,0.86,0.86,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11769,police-annual-statistical-report-reported-crimes,1,1.0,1.0,0.87,0.86,0.88,0.89,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11770,police-annual-statistical-report-search-of-persons,1,1.0,1.0,0.75,0.94,0.88,0.89,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11771,police-annual-statistical-report-shooting-occurrences,1,1.0,1.0,0.75,0.8,0.82,0.8,Silver,Silver,2020-12-28T00:05:02,v0.1.0
11772,police-annual-statistical-report-top-20-offences-of-firearms-seizures,1,1.0,1.0,0.75,0.92,0.87,0.88,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11773,police-annual-statistical-report-total-public-complaints,1,1.0,1.0,0.88,0.9,0.89,0.92,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11774,police-annual-statistical-report-traffic-collisions,1,1.0,1.0,0.88,0.75,0.84,0.82,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11775,police-annual-statistical-report-victims-of-crime,1,1.0,1.0,0.88,0.83,0.87,0.87,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11776,police-boundaries,1,0.73,0.0,0.12,0.83,0.51,0.24,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11777,police-facility-locations,1,1.0,0.0,0.65,0.9,0.7,0.57,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11778,polls-conducted-by-the-city,1,0.99,1.0,0.62,0.92,0.87,0.89,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11779,red-light-cameras,1,0.59,1.0,0.12,0.85,0.68,0.54,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11780,registry-of-declared-interest,1,0.96,0.0,0.25,0.89,0.55,0.31,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11781,renewable-energy-installations,1,0.64,0.0,0.25,0.8,0.52,0.25,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11782,residential-front-yard-parking,1,1.0,1.0,0.62,0.8,0.83,0.81,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11783,retirement-homes,1,0.69,0.0,0.25,0.8,0.52,0.26,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11784,safety-zone-watch-your-speed-program-monthly-summary,1,1.0,1.0,0.88,0.62,0.83,0.8,Silver,Silver,2020-12-28T00:05:02,v0.1.0
11785,school-locations-all-types,1,0.69,1.0,0.12,0.8,0.67,0.52,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11786,school-safety-zone-watch-your-speed-program-locations,1,0.94,1.0,0.87,0.82,0.89,0.92,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11787,secondary-plans,1,0.55,1.0,0.12,0.69,0.61,0.41,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
11788,short-term-rentals-registration,1,0.94,1.0,0.75,0.75,0.84,0.82,Gold,Gold,2020-12-28T00:05:02,v0.1.0
11789,site-and-area-specific-policies,1,0.45,1.0,0.12,0.81,0.65,0.48,Bronze,Bronze,2020-12-28T00:05:02,v0.1.0
